Building_ID,Location,Building_Type,Pre_Automation_Energy_kWh,Post_Automation_Energy_kWh,Peak_Demand_Reduction_MW,HVAC_System_Type,Automation_Efficiency_%,Cost_Savings_$,CO2_Reduction_Metric_Tons
B0027,Ottawa,School,181097.567331895,138344.23139405355,30.438288960752285,Traditional,69.00918341150592,4080.7876441667913,16.26523801738269
B0028,London,Office,114938.44594008155,90809.89926007616,31.74566709002396,Upgraded,66.76983667686049,2989.841218984177,9.65946863701974
B0029,Ottawa,School,133560.9727042402,100188.28440538832,18.747663301626385,Traditional,58.75322656296407,1653.8122442474855,11.839092816005817
B0030,Toronto,Hotel,189912.1708717285,150466.55703326288,38.87706852209563,Upgraded,67.09948039122949,3185.500595194704,18.2494848670998
B0031,London,Mall,66052.23426878352,47686.228208710905,36.95727587440452,Upgraded,57.83718746376052,2022.0427823373511,9.300886470805414
B0032,Toronto,Hospital,227043.0221613204,193659.06122804707,33.958530989769145,Upgraded,65.78585696639371,2715.4808933529307,20.37034042081969
B0033,Mississauga,Office,170146.64433166198,139645.47683235607,30.08028967094125,Traditional,60.4289804833376,1733.9918586701851,10.353922349711574
B0034,Hamilton,Hospital,133779.7135647855,118244.99846142736,38.62290706407556,Upgraded,56.02092155668626,1297.412967316117,8.77186082132714
B0035,Mississauga,School,182234.283506803,149490.85825348017,34.72942066385562,Upgraded,59.6607939511778,2933.8238091963176,19.866297126376967
B0036,Ottawa,School,259724.5216114836,141386.11258910786,40.47890660438727,Smart Automated,92.48445049370352,3960.050413392061,16.893139345433255
B0037,Toronto,Hotel,217973.1858996821,121641.9975484981,31.84409143668613,Smart Automated,92.15124675322568,5330.492714576011,29.94581038713139
B0038,Ottawa,Hospital,106110.14295916515,83166.54580076935,21.90044177535778,Traditional,54.84044159961754,1621.991044871063,9.912563383715405
B0039,Ottawa,Office,127590.48973089345,58597.809691116636,36.647180522653976,Smart Automated,87.61843580458327,4192.809944580506,18.761731411665625
B0040,Toronto,Hotel,101246.07385395524,62145.50640837734,37.63988514224253,Smart Automated,81.91754921475714,2034.7826355305087,8.797101640261419
B0041,Toronto,Hotel,101246.07385395524,62145.50640837734,37.63988514224253,Smart Automated,81.91754921475714,2034.7826355305087,8.797101640261419
B0042,Hamilton,Mall,287113.3267405392,207991.2054462614,37.57226831661898,Upgraded,66.9685075818105,9953.87463039974,39.85712213653029
B0043,Hamilton,Hotel,279963.9041031901,214838.465100268,25.354106907568227,Upgraded,66.96084179202968,8637.084823157156,27.704785234086536
B0044,Hamilton,Hospital,163322.2086870069,121206.70887995386,36.40174210640704,Upgraded,55.64957487954053,4170.9600205102,24.576470685553105
B0045,London,School,220814.690914899,130246.52411075859,36.99622447398397,Smart Automated,89.26092101268637,2189.862730204514,14.622932895938492
B0046,Toronto,Hotel,55530.88788224931,42334.70686282134,26.163446976839506,Upgraded,53.877261358737854,1349.0255144627342,5.775505734106626
B0047,Hamilton,Mall,121809.74791352043,96272.76495195592,32.5775106198376,Upgraded,63.52052576105095,3584.223022265519,16.702876570808446
B0048,Mississauga,Office,258732.5591998248,207793.08743739245,25.102875658750865,Upgraded,63.2202850849464,7607.684847283316,23.14460286307192
B0049,Toronto,Mall,61741.49169376376,51572.8333033718,31.742964882213,Upgraded,67.23381807574691,1305.2680913772188,5.347577608261791
B0050,Mississauga,School,145784.63206237438,78463.43947800904,36.36486598801695,Smart Automated,77.78393402691391,1521.7156171472604,10.959254561652006
B0051,London,School,117015.91020571906,54982.43662078471,39.3856568849364,Smart Automated,77.81105935156721,2894.641299065039,15.645002165499168
B0052,London,Hospital,156303.37611730836,101042.07597582553,33.02704413421513,Smart Automated,80.7848954394531,2224.266759452824,11.187257302191744
B0053,Hamilton,School,58131.54487281298,30934.36368573576,41.46426242238789,Smart Automated,77.93925419176419,1568.531641330359,6.288529573175249
B0054,Mississauga,Hospital,219504.03813976588,113418.81462690876,32.692931938387176,Smart Automated,90.63647726689872,4846.715495043901,18.409752299733672
B0055,Hamilton,Hotel,118513.8051718015,93233.9071803479,15.055753317012446,Traditional,55.30652275110934,1305.8758196926208,7.880294760697679
B0056,Hamilton,Mall,56346.58891508621,29776.291146877855,43.27999222921402,Smart Automated,88.45933244788864,1934.79193429195,5.824666289416007
B0057,Ottawa,Hospital,71377.13271361701,38628.845430777095,46.97452053374524,Smart Automated,87.73804634909487,1363.0115361704943,7.398833466637909
B0058,Toronto,Mall,122173.43419267496,109941.7653462122,36.17028265874309,Upgraded,67.13074447495853,1132.1011403606735,4.934142203989686
B0059,Toronto,School,229761.47629606136,178976.7996704673,21.86299295863993,Traditional,64.5411352323078,2687.4906713662617,11.818637324243433
B0060,Toronto,Mall,88810.06148267812,66792.8162469978,28.46257711671644,Traditional,60.33396770452536,1430.6801169024186,7.297875969349413
B0061,Ottawa,Mall,114950.89526603997,59952.17819066935,44.51764624286695,Smart Automated,78.98430549788107,1401.1994248249937,8.92886700102257
B0062,London,Hotel,195542.6150440683,105723.43360991952,34.95261503184988,Smart Automated,86.90263349811363,4553.481700948045,25.817860988150382
B0063,London,Mall,249695.8089434164,146892.67330176913,36.551655555412616,Smart Automated,93.95376051928942,3548.362961478539,17.43211362584251
B0064,Hamilton,School,267960.881936308,208847.72084094328,40.10836120469592,Upgraded,66.49486474694015,7274.408846177741,40.62785457098513
B0065,Toronto,School,133799.31041147525,95274.53073199924,42.54085641679376,Upgraded,57.140586879400246,5166.044672522088,20.926857547063104
B0066,London,School,114471.92135830058,94401.46668687533,31.077278167940037,Traditional,57.86390402055845,1752.2437796579627,6.311091564885621
B0067,Toronto,Hotel,262801.72851219214,181094.87683789417,18.286968215292035,Traditional,64.85762987335877,8356.872649688266,35.78938824671221
B0068,Mississauga,Hospital,296917.0019991618,219899.40723323406,30.583260711308995,Traditional,55.75265458087357,3932.253678069133,24.03118641499584
B0069,Toronto,Mall,174091.5618003091,108196.91682008268,33.0879720043629,Smart Automated,77.49641627933697,2791.93965247099,10.150515174181429
B0070,Toronto,Office,224355.06681171,100954.7733963706,40.934630137547074,Smart Automated,88.85064863074216,6205.409241672855,33.81225445432794
B0071,Hamilton,School,130902.5547873853,90028.71413144768,18.84925973033228,Traditional,67.1763354233631,3626.306280617804,17.928727300109653
B0072,Toronto,School,107768.69914701783,78962.64040850662,28.201014282351093,Upgraded,56.63129398134387,3047.228902451791,15.864308479188136
B0073,Ottawa,Mall,292764.5612913419,183367.9434599232,23.3120484382561,Traditional,56.64912314297424,7130.113728274467,53.05050346543858
B0074,London,Hotel,201934.1987197148,125588.51903796967,19.67424249857073,Traditional,57.98070635284869,6633.0262838482,30.110325887854284
B0075,London,Office,191283.29589730225,123296.54881640682,26.1313215402087,Traditional,62.44686529234493,4547.691844726697,23.007656523306185
B0076,Ottawa,Hospital,92919.82146207588,67639.14895523539,29.4981487874906,Upgraded,64.18641656945219,3274.2968328580087,12.442260290968097
B0077,Hamilton,Hotel,262298.91289132985,152654.97146819148,38.71002124717914,Smart Automated,83.78299633267497,5705.981157542959,26.491041931024284
B0078,London,School,96609.56553606364,69161.2300218794,41.798653572829245,Upgraded,52.037862017458735,3257.7429957723666,11.651258918939927
B0079,Ottawa,Office,149542.1733977358,69408.85979594766,43.93125395495564,Smart Automated,81.18745435725565,4629.698126235211,19.093924907939044
B0080,Hamilton,Office,267524.7184752325,189590.0880587192,37.51778726089309,Upgraded,57.95224757105741,7884.597132277536,51.06061561137282
B0081,Ottawa,Hospital,269365.2156575951,224210.9421812017,43.994199946449925,Upgraded,50.27491108022691,6283.599141545272,23.569499485610333
B0082,Mississauga,Hotel,62856.45337106258,53582.42536565191,33.97606898457534,Upgraded,50.22835966908147,1089.8416255578109,5.239460137308704
B0083,Ottawa,Mall,199210.7122292223,99557.59367299342,42.85419096005412,Smart Automated,90.88421325098813,4585.7355996511,22.38482328268709
B0084,London,School,117015.91020571906,54982.43662078471,39.3856568849364,Smart Automated,77.81105935156721,2894.641299065039,15.645002165499168
B0085,Toronto,Hotel,250713.36214950285,177933.12555771903,23.754258435389865,Traditional,68.52388136863564,7437.643696721403,31.74135184061384
B0086,Hamilton,Office,299281.1250394278,168616.08277465517,48.93963551749571,Smart Automated,80.8661722156113,7499.403847249914,21.216516954365105
B0087,Toronto,Hotel,206876.36580459253,182052.1586449505,43.27993131817314,Upgraded,69.02846441691132,2784.55326181914,17.317089483486694
B0088,Toronto,Office,216259.16863656387,158136.11654614535,21.14980087836341,Traditional,63.94418763819274,4854.617940478595,24.819043974378733
B0089,Mississauga,Mall,178172.12775412714,128430.3769779916,39.96408885710356,Upgraded,66.79603213328853,5996.468169610402,33.757630380789685
B0090,London,School,269657.4965887895,140612.82165497847,35.09495116670844,Smart Automated,82.20100931801957,3647.506506296257,23.895253880021
B0091,Toronto,Hotel,199353.2755425771,166788.83936931362,28.636484119174607,Upgraded,68.65849725139344,2726.7622148652263,15.309969393230086
B0092,Toronto,Hospital,52905.13497702516,38621.263455669134,32.15725670531158,Upgraded,65.85516227145625,1635.4657357157269,8.540427939270568
B0093,London,Mall,278602.9864812399,149929.47873073642,42.58623834679124,Smart Automated,81.94554078061014,5495.476059674217,22.818951603556656
B0094,London,Mall,212411.6622480921,121634.79790963247,30.326598361782835,Smart Automated,91.0791701510504,1994.509077990367,10.8580910905617
B0095,Toronto,Office,222366.2422843164,185908.3086310149,39.21147691344909,Upgraded,60.83521928535127,4802.263352812722,24.514517426805693
B0096,Mississauga,Mall,134968.7409420165,87099.80784383965,19.79785933018209,Traditional,58.64037855189012,3487.1767046436366,24.677850405952206
B0097,Toronto,Mall,266089.56245990924,142901.85732269796,44.34241852161516,Smart Automated,94.8265580312844,7060.838645436978,23.309842443714608
B0098,London,Hotel,79327.04724059862,55721.23412097279,33.98676765353845,Upgraded,62.11275778646823,2407.119354729361,11.845198267034634
B0099,Mississauga,Hospital,121759.5332937282,105138.13230500606,25.669926451659,Upgraded,58.19342106751985,1852.167818585156,7.130472158744453
B0100,Hamilton,Hospital,89038.1493415476,77832.69648881126,43.69096803179532,Upgraded,59.52671466602197,1506.7049908396373,5.891321326873233
B0101,London,Hotel,198846.2543300109,140787.49052632315,34.71529501020912,Upgraded,57.17156923049746,5626.187058630497,24.415750118810887
B0102,Hamilton,Office,138918.17911623727,98582.23111136405,39.40299747072874,Upgraded,64.02339723180519,5217.847754225308,25.662197511270584
B0103,London,Office,185408.55366521672,165080.7968650178,26.945783158464383,Upgraded,69.69716805524952,2515.0107165001104,12.15298588106496
B0104,Toronto,Office,142131.5859309403,124695.00279269506,33.957495134904775,Upgraded,54.68406741852668,1969.762282806722,8.62643469667435
B0105,Ottawa,Mall,249389.77515929705,216687.6472152265,29.197548143220743,Upgraded,60.15610127917558,4298.524971889505,21.746329074666328
B0106,Hamilton,Office,271494.4370590468,160768.5768302196,48.813173776633306,Smart Automated,76.77209427939358,4098.089331146635,15.262388614927453
B0107,Toronto,Office,118553.80058716753,106620.10042252588,34.209527783823155,Upgraded,57.08542654434432,1031.8502126383707,7.068207194317179
B0108,Ottawa,Hospital,173968.9337696927,118686.72507777062,32.69599394437858,Traditional,66.45967610083535,3634.560181291295,18.66000036867597
B0109,Toronto,Hotel,250713.36214950285,177933.12555771903,23.754258435389865,Traditional,68.52388136863564,7437.643696721403,31.74135184061384
B0110,London,School,220814.690914899,130246.52411075859,36.99622447398397,Smart Automated,89.26092101268637,2189.862730204514,14.622932895938492
B0111,Toronto,Hotel,55530.88788224931,42334.70686282134,26.163446976839506,Upgraded,53.877261358737854,1349.0255144627342,5.775505734106626
B0112,Mississauga,Office,213186.52696296867,161170.77641188947,34.5158510992444,Traditional,60.1384087592367,3005.953316476641,20.90728779726536
B0113,Hamilton,Office,214695.84167767933,115076.2477814678,38.05044586647878,Smart Automated,77.18528420619243,5843.507116074598,22.717531185375872
B0114,Toronto,Mall,66339.0851997356,42121.8275732261,26.13616888056567,Traditional,51.35005093367644,2224.9351198418217,10.458643500018612
B0115,Toronto,School,82378.73032070104,46244.17743875849,43.172318887384144,Smart Automated,81.26695835170287,1169.433991182774,7.788091208934172
B0116,Toronto,Hospital,274083.9546302799,177572.64200763506,33.5457292897456,Traditional,55.64944852740008,9543.885076028875,44.57614885001367
B0117,Mississauga,Hospital,85028.29394161314,75400.96565814757,41.22880456751538,Upgraded,56.05861811280859,779.8781058541299,6.177173143517061
B0118,Toronto,Hospital,230566.7329639148,155858.0024721704,31.230519443151277,Traditional,56.643820662312095,5980.729576534889,36.47001754224436
B0119,Mississauga,Mall,134968.7409420165,87099.80784383965,19.79785933018209,Traditional,58.64037855189012,3487.1767046436366,24.677850405952206
B0120,Ottawa,Hotel,214612.9586646064,185686.0347023355,32.519703070593444,Upgraded,63.32926095053672,3184.824388546316,15.059592805015203
B0121,Ottawa,School,258033.54448943547,191384.02255919256,29.712485021912563,Upgraded,68.54221257716854,9247.129804126283,31.46455528156418
B0122,Ottawa,Hotel,274513.57236017846,162759.54987096257,33.43304219430405,Smart Automated,92.4739718693269,4912.597579104269,28.989813359050352
B0123,Mississauga,Office,105954.40370565576,77433.27278580876,28.2703399292232,Traditional,64.28105446756254,2176.677565212223,8.623607483226106
B0124,Hamilton,Mall,72895.51833165853,60768.80649346419,25.664288389321246,Upgraded,67.30591517817825,1149.445275648386,6.459076118637605
B0125,Ottawa,Mall,146081.6617899204,92018.67879179964,20.628445030992577,Traditional,68.9346745784679,4039.989304736024,22.805681891066687
B0126,Mississauga,School,203965.79704557607,119367.05596413383,45.19025713145115,Smart Automated,84.75255619334422,3766.822543763067,21.903392592027668
B0127,Ottawa,School,95143.83628183338,78921.33103731385,37.621427954068494,Upgraded,64.65398101180561,1394.4418420549205,10.801363062004766
B0128,Toronto,Office,77618.52828284867,50168.62417956999,15.563558118315395,Traditional,69.30030738908944,2762.482331702668,15.12538303173801
B0129,Mississauga,Hospital,195021.5519594528,143717.58577440018,19.267054404972463,Traditional,67.54940093308964,2788.803084576617,16.270896939763418
B0130,Toronto,Mall,84221.40751720182,70621.77177792722,44.78347853303248,Upgraded,60.27708928413536,1853.7525328035,8.139594209458977
B0131,Toronto,Hotel,284766.92462822405,226849.47037747424,31.35067259672711,Traditional,55.37067512135215,4678.102039190599,25.086401476661926
B0132,Hamilton,Office,195760.39024242305,155935.14075743358,31.73549704548521,Traditional,58.33131656964584,3075.29056357147,14.21129983821633
B0133,London,Hotel,122915.6446773258,95738.41249219772,42.38924768754157,Upgraded,63.77263258615751,2395.9669448341856,18.538981163581525
B0134,Mississauga,Hospital,295296.5445068559,224541.39713003888,24.32217272662256,Traditional,55.20473195970459,3066.4983062590063,25.575917518549183
B0135,Toronto,Hospital,52905.13497702516,38621.263455669134,32.15725670531158,Upgraded,65.85516227145625,1635.4657357157269,8.540427939270568
B0136,London,Hotel,191210.2833156541,101925.74009449112,34.887364826364255,Smart Automated,85.67934945095527,6433.102866955062,24.3688571547603
B0137,Hamilton,School,244149.21319793543,190506.52386882974,21.687840020661938,Traditional,58.57888666860288,5135.059679431025,19.41408265054386
B0138,Ottawa,Hotel,274513.57236017846,162759.54987096257,33.43304219430405,Smart Automated,92.4739718693269,4912.597579104269,28.989813359050352
B0139,Ottawa,School,117248.3511087744,59509.80936411679,39.91451598127193,Smart Automated,77.94606088557941,2167.337467194334,10.654800919518989
B0140,Toronto,Hotel,115566.01107495627,58240.14895784791,49.15111840798623,Smart Automated,92.3993831929537,2620.368891874145,12.915011957469362
B0141,London,Mall,140243.4742350067,77607.31273366165,36.89445410532193,Smart Automated,85.22550924401503,3171.8832570767217,13.77458919922436
B0142,Ottawa,Hospital,269365.2156575951,224210.9421812017,43.994199946449925,Upgraded,50.27491108022691,6283.599141545272,23.569499485610333
B0143,Ottawa,Hotel,208501.42577490283,157637.5888296354,16.245843370548265,Traditional,51.409838912862895,3629.165316734551,19.601660859195263
B0144,Ottawa,School,267884.2015380941,191171.39801001403,37.96891595228893,Upgraded,60.112683068439175,6298.678952653098,34.98042332088971
B0145,Mississauga,Hospital,52442.71185479592,36998.37660908904,29.801798172469397,Traditional,67.65119753544695,1247.551020170211,3.778795546403595
B0146,London,Hospital,69238.30040730229,54193.49767002805,29.78599427217486,Upgraded,55.55705552179425,1448.4446941420117,6.722927357133887
B0147,Mississauga,Hospital,223745.47153163565,159554.386854087,23.21891476271214,Traditional,55.065447670454304,5507.041725588219,27.688223242328693
B0148,London,Hospital,228993.05721184937,180689.5023954071,33.94283164277881,Upgraded,59.95079704292205,6436.912063269849,21.75887227857012
B0149,Ottawa,Hotel,283007.02637750434,244658.4741777439,28.789659533999657,Upgraded,54.99913892795242,3703.907674444016,18.96611365442741
B0150,Ottawa,Hotel,117686.16828588845,78513.88166658151,28.45836789278006,Traditional,68.9291302630081,3777.423659978921,14.111521858621831
B0151,Hamilton,Hospital,105192.4031971901,94565.15799063822,30.588955383415463,Upgraded,52.3510260030044,1082.1889632361006,6.86541561170171
B0152,Hamilton,School,130902.5547873853,90028.71413144768,18.84925973033228,Traditional,67.1763354233631,3626.306280617804,17.928727300109653
B0153,Hamilton,Hospital,169012.6005497749,124043.4848024284,30.891665492288865,Traditional,59.92517505764723,2228.773630904941,12.5968822631342
B0154,Toronto,Hotel,237412.9579357312,211920.27205000937,28.840382211621105,Upgraded,52.0513592516718,3704.708162702127,13.585310088024343
B0155,Hamilton,Office,89651.27632326842,66645.64174098057,28.103796688476443,Traditional,68.72561242937853,1761.514651243926,9.536172735110805
B0156,Mississauga,Hotel,156032.66782559652,131350.18837786352,41.052628331681504,Upgraded,60.42919277442944,2354.9008852686534,11.795787822763954
B0157,London,Office,66837.65036719292,45542.60107209321,26.9215423575405,Traditional,56.15591663361492,2442.426623619348,11.089785694478993
B0158,Toronto,School,191432.99099894776,157878.06837896444,36.46676175647903,Upgraded,60.76663886511427,3779.658659924415,21.792429045396783
B0159,Mississauga,School,70699.66698128163,50812.8386556025,30.351920183811213,Traditional,53.90481205912984,1552.653400283719,8.949363935131478
B0160,Hamilton,Hotel,118513.8051718015,93233.9071803479,15.055753317012446,Traditional,55.30652275110934,1305.8758196926208,7.880294760697679
B0161,Toronto,School,101971.56378650684,74786.79956386308,41.75244799486536,Upgraded,52.557336024448354,2302.7646692761914,14.391356247768824
B0162,Hamilton,School,194129.1188785634,150598.20227310565,33.555771813389306,Traditional,50.84844596413783,4654.6403589266265,16.862618344713606
B0163,Hamilton,Hotel,173786.63175349357,92305.44179686268,48.1933717298384,Smart Automated,90.22075580501566,3878.414711709038,23.281462218214536
B0164,London,Hospital,156303.37611730836,101042.07597582553,33.02704413421513,Smart Automated,80.7848954394531,2224.266759452824,11.187257302191744
B0165,Toronto,Mall,275004.66046202625,223628.61704265067,17.24868299912452,Traditional,60.17781111182112,4734.631335650075,21.14123113252253
B0166,Toronto,Office,109545.69526168164,71312.33241231457,18.2268087876282,Traditional,58.18824143634036,3569.97714921268,17.716590766405645
B0167,Hamilton,Mall,175548.75258281064,104531.48968901431,32.119356613852524,Smart Automated,86.87321582417077,1834.248739327253,11.052599332774362
B0168,Mississauga,Office,213186.52696296867,161170.77641188947,34.5158510992444,Traditional,60.1384087592367,3005.953316476641,20.90728779726536
B0169,Mississauga,Hotel,156032.66782559652,131350.18837786352,41.052628331681504,Upgraded,60.42919277442944,2354.9008852686534,11.795787822763954
B0170,Hamilton,Hotel,279963.9041031901,214838.465100268,25.354106907568227,Upgraded,66.96084179202968,8637.084823157156,27.704785234086536
B0171,London,Hotel,223420.5564453721,97401.04805431463,37.1271632014162,Smart Automated,75.02707251430937,9619.467279911489,38.09786257584481
B0172,Hamilton,School,281938.07079880324,217374.0442805539,35.77048494763044,Upgraded,58.68041945417518,6424.444389585926,29.208388269764207
B0173,Mississauga,Hospital,118036.28430749069,87990.61148286161,39.43967848472493,Upgraded,61.054141514370905,4256.513694604871,18.80079437445653
B0174,Ottawa,Hospital,154731.362376137,128437.10955062749,25.569196868546456,Upgraded,68.39062049312099,3483.947635262006,12.910103897924088
B0175,Ottawa,Hotel,200005.137029826,132976.24940322607,20.22980698619036,Traditional,62.568529132291744,4114.731679744084,28.963122660627374
B0176,Hamilton,Office,166850.37781246743,121348.26932127328,26.605924015430467,Upgraded,63.602237708939455,4685.639566243949,19.01910737021112
B0177,London,Hotel,143327.32906993822,80546.80258340448,46.76447661957276,Smart Automated,88.04583297183879,1444.205803433843,7.857856787989643
B0178,Mississauga,Office,191885.21206538955,135513.68396443507,16.086145576164,Traditional,57.78809877957751,4611.103363144991,21.59827961842081
B0179,Mississauga,Office,156943.28343396558,77475.99288889323,48.30615160409437,Smart Automated,87.80952084351688,4672.454554799395,25.239767355517927
B0180,Toronto,Hotel,231191.6928821904,170764.60614914083,15.612817791491649,Traditional,69.60737481884371,3970.861660718924,24.16257902014112
B0181,Toronto,Mall,267116.9939744782,203872.0294597486,32.228602416234146,Upgraded,56.50590268046062,8443.502357310339,43.26125533578968
B0182,Ottawa,Mall,208155.47328348705,148789.92658414677,28.593994036856024,Traditional,56.19613750644938,4795.506181288594,21.62392668419702
B0183,London,Hotel,168302.4766728893,113280.16932885819,23.70520843256577,Traditional,69.1972560542691,5825.6246119587,27.68014439289977
B0184,Hamilton,School,123286.93256525332,96925.41301025772,36.91111562898475,Upgraded,60.78189105472018,3632.066346355865,11.70269249459688
B0185,Mississauga,Mall,64460.66914084909,34664.89518379223,47.72516806582495,Smart Automated,87.59115393783473,1515.8874337352056,9.94022037815359
B0186,Toronto,Mall,88810.06148267812,66792.8162469978,28.46257711671644,Traditional,60.33396770452536,1430.6801169024186,7.297875969349413
B0187,Ottawa,School,133560.9727042402,100188.28440538832,18.747663301626385,Traditional,58.75322656296407,1653.8122442474855,11.839092816005817
B0188,Toronto,Mall,61741.49169376376,51572.8333033718,31.742964882213,Upgraded,67.23381807574691,1305.2680913772188,5.347577608261791
B0189,Mississauga,Mall,136586.49859149032,90895.82796695802,34.8830703238972,Traditional,64.57722884539893,4903.698692361851,19.440814854202152
B0190,Ottawa,Mall,208155.47328348705,148789.92658414677,28.593994036856024,Traditional,56.19613750644938,4795.506181288594,21.62392668419702
B0191,Mississauga,Hotel,62856.45337106258,53582.42536565191,33.97606898457534,Upgraded,50.22835966908147,1089.8416255578109,5.239460137308704
B0192,Hamilton,Hospital,285682.94353378145,145913.3335364432,32.292930381738884,Smart Automated,91.45069588768392,6764.388113183572,28.61901703711065
B0193,London,School,267155.7919889027,151229.49507279746,38.53211540218276,Smart Automated,82.31361496522743,5149.016779319149,21.655229112377896
B0194,Hamilton,Hotel,111337.27742033024,58562.483938566314,33.49364334094715,Smart Automated,87.4681191631888,3863.430591129312,12.677756123927724
B0195,Toronto,Hotel,267474.09051553207,191632.1966686051,32.56923395051038,Traditional,61.30170624905513,5337.5935531209925,26.66968826644483
B0196,London,Hotel,257554.9661417479,137222.35638013112,48.09753693755768,Smart Automated,83.61058676924415,9741.667432474287,41.33467867668664
B0197,Ottawa,Office,187714.34265228483,157304.80275805193,40.66285480471913,Upgraded,62.13463449434873,2993.129339557961,18.33416462060764
B0198,Hamilton,Mall,292275.6575352028,223495.68746374187,30.547318787101037,Upgraded,64.96768699352462,8250.942820845323,36.31028789438509
B0199,Ottawa,Office,187714.34265228483,157304.80275805193,40.66285480471913,Upgraded,62.13463449434873,2993.129339557961,18.33416462060764
B0200,London,Hotel,76745.1597067396,59906.96743031428,39.20466203093939,Upgraded,67.63381223687016,1794.6584233266824,10.839454036061252
B0201,London,Hotel,66959.26477629298,37389.883094098,37.98197121803442,Smart Automated,83.27285349837271,1452.9947186565614,7.780242846788477
B0202,Hamilton,Mall,268419.27854658465,191636.0373899397,29.0750061385074,Traditional,55.94581580614667,6244.677985885287,30.05130377887988
B0203,Toronto,Hotel,154441.69554183344,116597.48889432012,37.53709828110157,Upgraded,62.47297556580532,4136.466746932386,18.0103569989204
B0204,Ottawa,Mall,213810.49515975543,109028.41705555328,44.86872394737504,Smart Automated,82.54636107926386,5521.752915333716,36.12126591979481
B0205,London,Mall,212411.6622480921,121634.79790963247,30.326598361782835,Smart Automated,91.0791701510504,1994.509077990367,10.8580910905617
